Shot_ID,Type,Start_Time,End_Time,Duration,Status,Lyrics,Concept,Visual_Prompt,Image_Path,Video_Path
S011,Action,33.32849611343615,35.69981675463963,2.371320641203476,Pending,,"Rain-slicked neon alleyways glow violet under flickering holographic signs as a sleek hoverbike zips past, its trail of electric purple light slicing through the mist. The rider, Kitty — leather-clad and poised — glides with effortless grace, her silhouette sharp against the cyberpunk haze.","**Keywords & Visual Details for AI Image Generator:**

* **Setting**: Rain-slicked neon alleyway at night, wet pavement reflecting ambient glow  
* **Atmosphere**: Cyberpunk haze, mist swirling in low light, moody and cinematic  
* **Lighting**: Flickering holographic signs casting violet and electric purple hues; reflections on wet surfaces  
* **Foreground Action**: Sleek hoverbike zipping past — trail of glowing electric purple light slicing through mist  
* **Rider (Kitty)**: Silhouette in sharp focus, leather-clad (dark motorcyle jacket, pants, gloves), poised and confident posture  
* **Style**: High-detail cinematic render, Blade Runner meets neon-noir aesthetic  
* **Mood**: Futuristic grit, dynamic motion, urban mystery, immersive cyberpunk energy  
* **No Text Overlays** — pure visual storytelling  

*(Optional for AI engine: “Ultra HD 8K, Unreal Engine style, volumetric lighting, shallow depth of field, raindrop streaks on glass surfaces”)*",,
S012,Action,35.69981675463963,37.76525192200539,2.0654351673657594,Pending,,"Rain-slicked neon alleyways pulse with electric violet haze as a sleek hoverbike zips past flickering holographic billboards — its rider, Kitty, glides effortlessly in silhouette, leather-clad and smirking beneath the glow of cyberpunk signs. The air shimmers with glitch artifacts, trailing behind her like digital smoke.","**Prompt Keywords & Visual Details:**

- **Setting:** Rain-slicked neon alleyway at night — wet pavement reflects distorted holographic light, creating shimmering reflections.
- **Atmosphere:** Electric violet haze permeates the air; cyberpunk aesthetic with saturated neon glow (purples, magentas, electric blues).
- **Main Subject:** Sleek, futuristic hoverbike zipping through frame — low profile, glowing underbelly lights, aerodynamic design.
- **Rider:** Silhouette of Kitty — leather-clad in fitted black or dark metallic gear; confident smirk visible beneath helmet visor (glowing faintly with ambient light).
- **Background Elements:** Flickering holographic billboards displaying fragmented text and glitching imagery — some signs partially obscured by rain and digital distortion.
- **Visual Effects:** Glitch artifacts trailing behind rider like shimmering digital smoke or data trails; subtle chromatic aberration on edges of motion blur.
- **Lighting:** Neon glow dominates scene — reflections bounce off wet surfaces, casting long shadows. Holograms cast soft glows onto walls and ground.
- **Mood:** High-energy, cinematic, gritty yet stylish — evokes motion, rebellion, and urban futurism.
- **Composition:** Dynamic angle — rider moving diagonally across frame; shallow depth of field blurs background billboards while keeping hoverbike sharp.

No text overlays. All elements rendered in rich cyberpunk detail with emphasis on motion, neon contrast, and digital distortion effects.",,
S013,Action,37.76525192200539,40.207,2.4417480779946152,Pending,,"Rain-slicked neon alleyways pulse under a violet haze as the hoverbike’s silhouette slices through the frame — its electric purple glow reflecting off wet pavement. The rider leans into a turn, hair whipping back, chrome armor catching the flickering holographic ads overhead.","**Keywords & Visual Details for AI Image Generator:**

* **Scene:** Urban alleyway at night, rain-slicked streets, neon-lit environment  
* **Atmosphere:** Moody, cinematic, cyberpunk, atmospheric haze (violet tint), wet reflective surfaces  
* **Lighting:** Electric purple glow from hoverbike + ambient neon reflections on pavement; flickering holographic ads overhead casting shifting light  
* **Main Subject:** Hoverbike in motion — sleek, futuristic design, glowing electric purple undercarriage and rim lights  
* **Rider Details:** Silhouette leaning into a turn, hair flying back dramatically, wearing chrome-plated armor (refractive highlights), helmet with subtle LED glow  
* **Background Elements:** Gritty urban alley flanked by towering buildings, holographic billboards projecting fragmented ads, raindrops visible in air and puddles, distant cityscape blurred with neon haze  
* **Composition:** Dynamic low-angle shot, motion blur on bike wheels and background to convey speed, rider positioned off-center for cinematic tension  
* **Color Palette:** Dominant violet and electric purple tones; accents of cyan, magenta, red neon glows; dark grays and blacks in wet pavement and shadows  
* **No Text Overlays** — pure visual storytelling

—

This prompt creates a high-impact cyberpunk scene with kinetic energy, immersive lighting, and atmospheric depth — perfect for AI image generation.",,
S014,Vocal,40.207,42.775,2.568,Pending,,"Kitty leans back barefoot atop her hoverbike, silk and chrome armor catching neon reflections as rain streaks the alley behind them. The cop car looms frozen in mid-sentence just beyond the flickering glow of a cherry blossom hologram.","**Keywords & Visual Details for AI Image Generator:**

- **Subject:** A confident female figure (Kitty) reclining barefoot atop a sleek hoverbike  
- **Posture:** Leaning back casually, legs crossed, relaxed yet dominant stance  
- **Attire:** Silk and chrome armor — flowing fabric meets metallic sheen, reflecting neon lights with sharp highlights  
- **Environment:** Urban alleyway at night, wet pavement glistening under rain streaks (visible diagonal motion blur)  
- **Lighting & Atmosphere:** Neon reflections dancing across surfaces — magenta, cyan, electric yellow tones; moody, cinematic ambiance  
- **Background Element 1:** A cop car frozen mid-motion (doors slightly ajar, headlights on but unblinking), positioned just beyond the alley entrance  
- **Background Element 2:** Floating cherry blossom hologram — glowing pink-white petals drifting in slow motion, casting soft light and ethereal glow against dark walls  
- **Mood & Tone:** Cool, rebellious, futuristic noir — tension between stillness (Kitty) and impending action (cop car), dreamlike contrast with tech  
- **Style Direction:** Cyberpunk meets anime-inspired realism — high detail on textures (rain droplets, chrome reflections, fabric folds), shallow depth of field to isolate subject  
- **No Text Overlays**  

*Optional Enhancements:* Add subtle motion blur around rain and hologram particles for dynamism; include faint cityscape silhouettes in far background.",,
S015,Action,42.775,43.595,0.82,Pending,,"Rain-slicked neon alleyways pulse under a violet haze as a sleek hoverbike glides past flickering holographic ads — its rider’s silhouette outlined in electric purple, barefoot and carefree against the cyberpunk grit.","**Keywords & Visual Details for AI Image Generator:**

- **Setting**: Rain-slicked urban alleyway at night, neon-lit, cyberpunk atmosphere  
- **Lighting**: Violet haze dominates sky; flickering holographic ads cast pulsating glow (cyan, magenta, electric blue) on wet pavement  
- **Vehicle**: Sleek, low-profile hoverbike with glowing underglow trails and aerodynamic design — hovering 3–5 inches above ground  
- **Rider**: Silhouette of lone figure, barefoot, long hair flowing; outlined in electric purple neon glow; posture relaxed yet dynamic (arms outstretched or leaning into turn)  
- **Environment**: Gritty urban decay — crumbling brick walls, rusted pipes, puddles reflecting neon lights, distant towering skyscrapers with glowing signage  
- **Atmosphere**: Moody, cinematic, immersive cyberpunk grit — rain streaks across surfaces, mist swirls in alley shadows, ambient glow from ads creates high contrast and depth  
- **Style**: Hyper-detailed digital illustration, cinematic lighting, Blade Runner meets neon-noir aesthetic  
- **No Text Overlays** — focus on visual storytelling through color, motion blur, reflections, and silhouette contrast

*Prompt for AI image generators (e.g., Midjourney or DALL·E):*

> “A sleek hoverbike gliding at night through a rain-slicked cyberpunk alleyway under a violet haze. Flickering holographic ads pulse with neon colors — cyan, magenta, electric blue — reflecting off wet pavement. Rider is a barefoot silhouette outlined in electric purple glow, long hair flowing, posture carefree and dynamic. Gritty urban decay: crumbling brick walls, rusted pipes, puddles mirroring neon lights. Cinematic lighting, Blade Runner meets neon-noir style, hyper-detailed digital illustration. No text overlays.”",,
S016,Vocal,43.595,48.595,5.0,Pending,,"Kitty leans back with a smirk, barefoot and carefree atop her hoverbike as neon signs flicker overhead, casting electric purple hues across her silk-clad silhouette. Her companion glides beside her, both framed by the rain-slicked alley’s glow — the city’s pulse thrumming beneath their effortless flight.","**Visual Prompt:**

A sleek, minimalist hoverbike glides effortlessly through a rain-drenched urban alleyway at night. On top of it, a confident young woman—Kitty—leans back with relaxed grace, barefoot and smirking, her posture carefree and magnetic. She wears shimmering silk pants in deep violet, catching the neon glow as she floats above the wet pavement. Her companion—a similarly stylish figure—rides beside her on an identical hoverbike, their forms blurred slightly by motion, synced to the rhythm of the city.

Above them, towering neon signs pulse with electric purple and cyan hues, casting dynamic reflections across rain-slicked walls and puddles below. The alley’s brickwork glows with ambient light refracted from above, while distant skyscrapers loom in shadowy silhouette. Raindrops glisten on chrome edges and glass facades, adding texture and depth to the scene.

The city pulses beneath them—faint hums of traffic, flickering streetlamps, glowing storefront windows—and yet they move with effortless fluidity, suspended between gravity and neon dreams. Motion blur trails behind their bikes, emphasizing speed without chaos. No text overlays. Atmosphere: cinematic, cyberpunk elegance, wet-lit glamour, high-tech freedom.

**Keywords:**  
neon cityscape, rain-slicked alley, hoverbikes, barefoot woman, silk attire, electric purple lighting, cyberpunk aesthetic, motion blur, urban night, futuristic transportation, carefree expression, glowing reflections, cinematic composition, atmospheric glow, wet pavement, stylish companion, floating above ground, high-tech glamour, ambient city pulse.

— No text. Pure visual storytelling.",,
S017,Vocal,48.595,53.595,5.0,Pending,,"Kitty smirks confidently over her shoulder as she rides the hoverbike, her leather-clad silhouette glowing faintly in electric purple against the rain-slicked neon backdrop of Neo-Tokyo. Her bare feet dangle casually from the bike’s edge, trailing smoke that curls like rocket fuel into the violet-hazed night.","**Keywords & Visual Details for AI Image Generator:**

- **Subject:** A confident female rider (Kitty), smirking over her shoulder with a playful, cocky expression  
- **Attire:** Sleek, form-fitting leather outfit — dark tones with electric purple highlights; bare feet dangling casually from hoverbike edge  
- **Vehicle:** Futuristic hoverbike — low-profile, glowing under neon lights, hovering just above rain-slicked pavement  
- **Action/Posture:** Mid-motion glide through city streets; body angled slightly backward in a relaxed, dominant pose; smoke trails curling from her feet like rocket exhaust or vaporized fuel  
- **Environment:** Neo-Tokyo night — towering skyscrapers with glowing neon signs (violet, cyan, magenta), rain-slicked streets reflecting chaotic light patterns  
- **Lighting & Atmosphere:** Electric purple ambient glow washes over scene; neon reflections shimmer on wet asphalt; misty haze adds depth and cyberpunk mood  
- **Mood/Tone:** Edgy, rebellious, glamorous — fusion of high-tech futurism and raw street style  
- **Style:** Cyberpunk cinematic — hyper-detailed, saturated color palette, dynamic motion blur on smoke trails and rain streaks  
- **No text overlays**

*Render with dramatic lighting, shallow depth of field to emphasize subject, lens flare from neon sources, and misty atmospheric haze.*",,
S018,Vocal,53.595,58.595,5.0,Pending,,"Kitty leans back barefoot atop her hoverbike, silhouetted against a flickering neon sign that casts purple-glowing reflections across rain-slicked rooftops. Her flowing silk and chrome armor shimmer as she smiles smugly at a frozen cop below — the breeze whipping strands of hair around her face like electric smoke.","**Scene Keywords & Visual Details:**

- **Subject:** A confident, barefoot woman (Kitty) reclining casually atop a hoverbike  
- **Pose:** Leaning back with relaxed posture, one hand resting on handlebars, the other gesturing slightly — smirk playing on her lips  
- **Attire:** Flowing silk garment blending with sleek chrome armor, catching ambient light and rain reflections  
- **Hoverbike Design:** Sleek, low-profile vehicle hovering just above wet rooftops; glowing underbelly lights or subtle propulsion trails visible  
- **Environment:** Rain-slicked urban rooftopscape at night — distant buildings blurred by mist and motion  
- **Lighting & Mood:** Stark silhouette against a pulsating neon sign (purple glow dominant) casting warped reflections on glossy surfaces  
- **Weather Effects:** Heavy rain creating shimmering ripples across rooftops; droplets suspended mid-air, catching neon light  
- **Wind Motion:** Hair whipping dynamically around her face like electric smoke — strands glowing faintly with ambient luminescence  
- **Foreground Element:** Frozen police officer below — crouched or kneeling on wet pavement, camera poised to capture scene (no visible movement)  
- **Color Palette:** Deep purples and electric blues from neon; metallic silver of armor and bike; dark shadows contrasting with glowing highlights  
- **Atmosphere:** Cyberpunk meets noir — gritty cityscape, rain-soaked textures, futuristic tech juxtaposed with human swagger  

*No text overlays. Focus on cinematic composition: high-angle shot emphasizing Kitty’s dominance over the scene.*",,
S019,Vocal,58.595,61.153,2.558,Pending,,"Kitty leans back with bare feet against the hoverbike’s chrome seat, her silk-clad silhouette bathed in flickering neon purple as rain streaks down the rooftop behind her. Her smirk is sharp and unapologetic — eyes locked forward, wind whipping strands of hair across her face as she glides through the abandoned district.","**Prompt for AI Image Generator:**

*Urban night scene – a sleek hoverbike gliding over a rain-slicked rooftop in an abandoned futuristic district.*  
A young woman (Kitty) leans back casually, bare feet pressed against the chrome seat of the hoverbike — her legs crossed at the ankles, silk-clad silhouette gleaming under neon light. Rain streaks diagonally across the frame, reflecting distorted purple and blue neon glow from surrounding buildings. Her dark hair is windswept, strands flying across her face as wind whips past her motion. She wears a fitted black silk outfit with high collar and thigh-high boots — one hand lightly gripping the bike’s handlebar, the other resting behind her head in relaxed defiance. Her expression: sharp smirk, eyes locked forward, unapologetic gaze cutting through the gloom.  
Background details: crumbling industrial structures, broken windows glowing faintly from within, puddles reflecting neon signs and streaky rain. Distant flickering lights cast long shadows — atmosphere is moody, cinematic, cyberpunk-inspired with gritty realism and saturated color contrast (purple/neon vs. dark grays). No text overlays.  
Style: High-detail cinematic render – reminiscent of Blade Runner meets cyberpunk anime, with dramatic lighting and dynamic motion blur in rain.

— *No text, no logo, pure visual storytelling.*",,
S020,Action,61.153,62.258,1.105,Pending,,"A slow-motion cascade of cherry blossoms drifts past the hoverbike’s chrome undercarriage, each petal glowing with violet light as they fall like suspended jewels around the rider’s silhouette. The wind whips her silk-clad form as she leans back, barefoot and carefree, against a backdrop of fading neon signs and rain-slicked rooftops.","**Prompt Keywords & Visual Details:**

- **Slow-motion cascade**: Petals falling in graceful suspension, captured mid-air with motion blur trails  
- **Cherry blossoms**: Delicate pink-white petals infused with glowing violet luminescence — each petal like a suspended jewel  
- **Hoverbike undercarriage**: Sleek chrome frame gleaming under ambient light; reflective surfaces catching rain and neon reflections  
- **Rider silhouette**: Barefoot, flowing silk garments fluttering dramatically in wind — posture leaning back in serene abandon  
- **Wind dynamics**: Hair and fabric whipping outward with motion lines, enhancing sense of speed and freedom  
- **Urban backdrop**: Rain-slicked rooftops glistening under wet city glow; fading neon signs casting soft cyan, magenta, and amber hues into shadows  
- **Atmosphere**: Ethereal, cinematic — dreamlike fusion of nature and cyberpunk urbanism; shallow depth of field isolating rider against blurred background  
- **Lighting**: Low-angle ambient glow from neon + petal luminescence creating high contrast highlights on chrome and skin tones  
- **Mood**: Carefree, poetic, fleeting beauty — moment suspended between motion and stillness  

**Style Note**: Photorealistic cinematic composition with painterly soft focus on background; ultra-detailed textures on silk, metal, and wet surfaces. No text overlays.

--- 
*Generate as a dynamic wide-angle shot, emphasizing the contrast between organic blossoms and mechanical hoverbike — a surreal ballet of nature and technology.*",,
